CUPS;PERIODO;POTENCIA CONTRATADA (kW)
ES0339000008061038YN;1;4,6
ES0339000008062000WP;1;4,4
ES0339000008062001WD;1;4,4
ES0339000008062002WX;1;1,15
ES0339000008062003WB;1;3,3
ES0339000008062004WN;1;3,45
ES0339000008062004WN;2;3,45
ES0339000008062005WJ;1;1,1
ES0339000008062006WZ;1;3,3
ES0339000008062007WS;1;4,6
ES0339000008062008WQ;1;4,6
ES0339000008062009WV;1;4,4
ES0339000008062010WH;1;4,4
ES0339000008062011WL;1;4,4
ES0339000008062012WC;1;15,01
ES0339000008062012WC;2;15,01
ES0339000008062012WC;3;15,01
ES0339000008062013WK;1;4,4
ES0339000008062014WE;1;2,2
ES0339000008062015AT;1;3,3
ES0339000008062016AR;1;3,45
ES0339000008062018AA;1;4,4
ES0339000008062021AY;1;4,6
ES0339000008062022AF;1;4,4
ES0339000008062023AP;1;3,3
ES0339000008062024AD;1;7,61
ES0339000008063000EL;1;3,3
ES0339000008063001EC;1;4,4
ES0339000008063002EK;1;3,45
ES0339000008063003EE;1;4,4
ES0339000008063004TT;1;5,75
ES0339000008063005TR;1;4,4
ES0339000008063007TA;1;4,6
ES0339000008063008TG;1;4,4
ES0339000008063009TM;1;3,3
ES0339000008063010TY;1;2,2
ES0339000008063011TF;1;3,45
ES0339000008063013TD;1;4,4
ES0339000008063014TX;1;3,45
ES0339000008063015TB;1;4,4
ES0339000008063016TN;1;5,75
ES0339000008063017TJ;1;4,4
ES0339000008063019TS;1;4,4
ES0339000008063020TQ;1;3,3
ES0339000008063021TV;1;4,4
ES0339000008063022TH;1;4,4
ES0339000008063023TL;1;3,45
ES0339000008063024TC;1;4,6
ES0339000008064000CF;1;4,4
ES0339000008064001CP;1;3,3
ES0339000008064002CD;1;4,4
ES0339000008064003CX;1;4,4
ES0339000008064004CB;1;3,3
ES0339000008064005CN;1;3,45
ES0339000008064006CJ;1;4,4
ES0339000008064008CS;1;4,6
ES0339000008064009CQ;1;4,4
ES0339000008064010CV;1;4,4
ES0339000008064011CH;1;1,15
ES0339000008064012CL;1;4,6
ES0339000008064013CC;1;4,4
ES0339000008064014CK;1;4,6
ES0339000008064015CE;1;4,4
ES0339000008064016KT;1;4,6
ES0339000008064016KT;2;4,6
ES0339000008064017KR;1;3,45
ES0339000008064018KW;1;6,92
ES0339000008064019KA;1;9,52
ES0339000008064019KA;2;9,52
ES0339000008064020KG;1;4,4
ES0339000008064021KM;1;3,45
ES0339000008064022KY;1;5,19
ES0339000008064023KF;1;3,3
ES0339000008064024KP;1;4,4
ES0339000008064025KD;1;6,92
ES0339000008064026KX;1;4,4
ES0339000008064027KB;1;3,45
ES0339000008064028KN;1;3,3
ES0339000008064029KJ;1;4,4
ES0339000008064030KZ;1;4,4
ES0339000008064031KS;1;9,52
ES0339000008064032KQ;1;3,3
ES0339000008064033KV;1;7,7
ES0339000008064034KH;1;4,4
ES0339000008064035KL;1;4,6
ES0339000008064037KK;1;3,3
ES0339000008064038KE;1;4,4
ES0339000008065000VH;1;4,6
ES0339000008065001VL;1;3,45
ES0339000008065002VC;1;9,86
ES0339000008065003VK;1;4,6
ES0339000008065004VE;1;4,4
ES0339000008065005HT;1;4,4
ES0339000008065006HR;1;4,4
ES0339000008065007HW;1;4,4
ES0339000008065008HA;1;3,3
ES0339000008065009HG;1;3,45
ES0339000008065010HM;1;3,3
ES0339000008065011HY;1;3,3
ES0339000008065012HF;1;4,4
ES0339000008065014HD;1;1,15
ES0339000008065015HX;1;4,6
ES0339000008065016HB;1;3,45
ES0339000008065017HN;1;8,05
ES0339000008065018HJ;1;4,4
ES0339000008065019HZ;1;3,45
ES0339000008065020HS;1;3,45
ES0339000008065021HQ;1;3,45
ES0339000008065022HV;1;4,4
ES0339000008065023HH;1;3,3
ES0339000008065024HL;1;3,3
ES0339000008065025HC;1;3,3
ES0339000008065026HK;1;4,4
ES0339000008065027HE;1;4,6
ES0339000008065028LT;1;3,3
ES0339000008065029LR;1;1,15
ES0339000008065030LW;1;4,6
ES0339000008065031LA;1;4,4
ES0339000008065032LG;1;9,2
ES0339000008065033LM;1;4,6
ES0339000008065034LY;1;3,45
ES0339000008065035LF;1;10,39
ES0339000008065035LF;2;10,39
ES0339000008066000SY;1;4,4
ES0339000008066001SF;1;2,2
ES0339000008066002SP;1;4,4
ES0339000008066003SD;1;10,39
ES0339000008066004SX;1;3,3
ES0339000008066005SB;1;2,3
ES0339000008066006SN;1;2,3
ES0339000008066007SJ;1;4,6
ES0339000008066007SJ;2;4,6
ES0339000008066008SZ;1;5,19
ES0339000008066008SZ;2;5,19
ES0339000008066009SS;1;9,2
ES0339000008066009SS;2;9,2
ES0339000008066010SQ;1;4,6
ES0339000008066011SV;1;4,4
ES0339000008066012SH;1;1,1
ES0339000008066013SL;1;1,1
ES0339000008066014SC;1;2,2
ES0339000008066015SK;1;1,1
ES0339000008066016SE;1;10,39
ES0339000008066017QT;1;4,4
ES0339000008066019QW;1;20,78
ES0339000008066019QW;2;20,78
ES0339000008066019QW;3;20,78
ES0339000008066020QA;1;2,3
ES0339000008066021QG;1;3,3
ES0339000008066022QM;1;3,3
ES0339000008067000NV;1;3,3
ES0339000008067001NH;1;3,3
ES0339000008067002NL;1;3,3
ES0339000008067003NC;1;2,3
ES0339000008067004NK;1;4,4
ES0339000008067005NE;1;3,3
ES0339000008067006JT;1;10,39
ES0339000008067006JT;2;10,39
ES0339000008067007JR;1;2,2
ES0339000008067008JW;1;3,3
ES0339000008067009JA;1;5,75
ES0339000008067010JG;1;4,4
ES0339000008067011JM;1;5,75
ES0339000008067012JY;1;3,45
ES0339000008067012JY;2;3,45
ES0339000008067013JF;1;4,4
ES0339000008067014JP;1;3,45
ES0339000008067015JD;1;5,5
ES0339000008067016JX;1;4,6
ES0339000008067017JB;1;5,5
ES0339000008067018JN;1;1,1
ES0339000008067019JJ;1;2,2
ES0339000008067020JZ;1;4,4
ES0339000008067021JS;1;3,3
ES0339000008067022JQ;1;3,45
ES0339000008067023JV;1;3,3
ES0339000008067025JL;1;5,19
ES0339000008067026JC;1;5,75
ES0339000008067027JK;1;3,3
ES0339000008067028JE;1;1,15
ES0339000008067030ZR;1;3,3
ES0339000008067031ZW;1;4,4
ES0339000008067032ZA;1;4,4
ES0339000008067033ZG;1;4,6
ES0339000008068000XM;1;9,9
ES0339000008068001XY;1;10,39
ES0339000008068003XP;1;4,6
ES0339000008068004XD;1;4,4
ES0339000008068005XX;1;9,52
ES0339000008068007XN;1;2,3
ES0339000008068008XJ;1;1,1
ES0339000008068009XZ;1;3,3
ES0339000008068010XS;1;1,1
ES0339000008068011XQ;1;2,2
ES0339000008068013XH;1;13,85
ES0339000008068013XH;2;13,85
ES0339000008068014XL;1;4,6
ES0339000008068015XC;1;3,3
ES0339000008068016XK;1;4,4
ES0339000008068017XE;1;3,45
ES0339000008068018BT;1;4,4
ES0339000008068019BR;1;4,4
ES0339000008068020BW;1;4,4
ES0339000008068021BA;1;4,4
ES0339000008069000FQ;1;4,4
ES0339000008069002FH;1;5,75
ES0339000008069003FL;1;1,1
ES0339000008069004FC;1;112
ES0339000008069004FC;2;112
ES0339000008069004FC;3;112
ES0339000008069005FK;1;4,6
ES0339000008069006FE;1;4,6
ES0339000008069007PT;1;13,15
ES0339000008069007PT;2;13,15
ES0339000008069007PT;3;13,15
ES0339000008069008PR;1;15,1
ES0339000008069008PR;2;15,1
ES0339000008069008PR;3;15,1
ES0339000008069009PW;1;3,3
ES0339000008069010PA;1;6,92
ES0339000008069011PG;1;2,2
ES0339000008069012PM;1;6,92
ES0339000008069012PM;2;6,92
ES0339000008069013PY;1;4,4
ES0339000008069014PF;1;13,15
ES0339000008069016PD;1;3,45
ES0339000008069017PX;1;4,4
ES0339000008069018PB;1;3,3
ES0339000008069019PN;1;4,4
ES0339000008069020PJ;1;15,1
ES0339000008069020PJ;2;15,1
ES0339000008069020PJ;3;15,1
ES0339000008069021PZ;1;4,4
ES0339000008069022PS;1;3,3
ES0339000008069023PQ;1;4,6
ES0339000008069024PV;1;4,6
ES0339000008070000MG;1;7,7
ES0339000008070001MM;1;4,6
ES0339000008070002MY;1;4,4
ES0339000008070003MF;1;4,4
ES0339000008070004MP;1;3,45
ES0339000008070005MD;1;2,07
ES0339000008070006MX;1;4,6
ES0339000008070007MB;1;3,45
ES0339000008070008MN;1;1,15
ES0339000008070009MJ;1;4,6
ES0339000008070010MZ;1;1,1
ES0339000008070011MS;1;1,1
ES0339000008070013MV;1;1,1
ES0339000008070014MH;1;4,4
ES0339000008070015ML;1;4,4
ES0339000008070016MC;1;4,6
ES0339000008070017MK;1;35,24
ES0339000008070017MK;2;35,24
ES0339000008070017MK;3;60
ES0339000008070018ME;1;4,4
ES0339000008070019YT;1;3,3
ES0339000008070020YR;1;4,6
ES0339000008070020YR;2;4,6
ES0339000008070021YW;1;4,4
ES0339000008070022YA;1;5,5
ES0339000008070023YG;1;2,2
ES0339000008070024YM;1;4,4
ES0339000008070025YY;1;1,1
ES0339000008070026YF;1;3,46
ES0339000008070026YF;2;3,46
ES0339000008070027YP;1;5,5
ES0339000008070028YD;1;5,75
ES0339000008070029YX;1;4,6
ES0339000008070030YB;1;3,3
ES0339000008070031YN;1;3,46
ES0339000008070032YJ;1;3,3
ES0339000008071000WS;1;2,3
ES0339000008071001WQ;1;2,2
ES0339000008071002WV;1;5,75
ES0339000008071003WH;1;4,4
ES0339000008071004WL;1;4,6
ES0339000008071005WC;1;1,15
ES0339000008071006WK;1;3,45
ES0339000008071007WE;1;5,75
ES0339000008071008AT;1;4,6
ES0339000008071009AR;1;4,6
ES0339000008071010AW;1;3,45
ES0339000008071012AG;1;4,6
ES0339000008071013AM;1;5,75
ES0339000008071014AY;1;3,45
ES0339000008071015AF;1;6,92
ES0339000008071016AP;1;4,6
ES0339000008071017AD;1;6,92
ES0339000008071018AX;1;5,75
ES0339000008071019AB;1;2,3
ES0339000008071020AN;1;4,6
ES0339000008071021AJ;1;4,6
ES0339000008071022AZ;1;3,45
ES0339000008071023AS;1;3,45
ES0339000008071025AV;1;4,6
ES0339000008071027AL;1;3,45
ES0339000008072000TA;1;2,3
ES0339000008072001TG;1;5,75
ES0339000008072002TM;1;3,45
ES0339000008072004TF;1;4,6
ES0339000008072005TP;1;3,45
ES0339000008072006TD;1;4,6
ES0339000008072007TX;1;5,75
ES0339000008072008TB;1;5,75
ES0339000008072011TZ;1;20,78
ES0339000008072011TZ;2;20,78
ES0339000008072011TZ;3;20,78
ES0339000008072012TS;1;4,6
ES0339000008072013TQ;1;3,45
ES0339000008072014TV;1;4,6
ES0339000008072015TH;1;4,6
ES0339000008072016TL;1;3,45
ES0339000008072017TC;1;5,75
ES0339000008072018TK;1;4,6
ES0339000008072019TE;1;2,3
ES0339000008072020RT;1;5,75
ES0339000008072021RR;1;2,3
ES0339000008072022RW;1;4,6
ES0339000008072023RA;1;4,6
ES0339000008072024RG;1;4,6
ES0339000008073000CZ;1;1,15
ES0339000008073001CS;1;3,45
ES0339000008073002CQ;1;3,45
ES0339000008073003CV;1;31,71
ES0339000008073003CV;2;31,71
ES0339000008073003CV;3;31,71
ES0339000008073004CH;1;2,3
ES0339000008073005CL;1;2,3
ES0339000008073006CC;1;3,45
ES0339000008073007CK;1;4,6
ES0339000008073008CE;1;4,6
ES0339000008073009KT;1;3,45
ES0339000008073010KR;1;3,45
ES0339000008073011KW;1;4,6
ES0339000008073014KM;1;3,45
ES0339000008073016KF;1;4,6
ES0339000008073017KP;1;3,45
ES0339000008073018KD;1;4,6
ES0339000008073021KN;1;3,45
ES0339000008073022KJ;1;4,6
ES0339000008073023KZ;1;4,6
ES0339000008073024KS;1;4,6
ES0339000008074000HW;1;21,45
ES0339000008074000HW;2;21,45
ES0339000008074000HW;3;21,45
ES0339000008074001HA;1;4,6
ES0339000008074002HG;1;3,46
ES0339000008074002HG;2;3,46
ES0339000008074003HM;1;5,19
ES0339000008074003HM;2;5,19
ES0339000008074004HY;1;3,45
ES0339000008074005HF;1;3,45
ES0339000008074006HP;1;4,6
ES0339000008074007HD;1;4,6
ES0339000008074008HX;1;3,45
ES0339000008074009HB;1;4,6
ES0339000008074010HN;1;3,45
ES0339000008074011HJ;1;4,6
ES0339000008074012HZ;1;4,6
ES0339000008074013HS;1;4,6
ES0339000008074014HQ;1;4,6
ES0339000008074015HV;1;4,6
ES0339000008074016HH;1;4,6
ES0339000008074016HH;2;4,6
ES0339000008074017HL;1;4,6
ES0339000008074018HC;1;4,6
ES0339000008074019HK;1;4,6
ES0339000008074020HE;1;4,6
ES0339000008074021LT;1;3,45
ES0339000008074022LR;1;4,6
ES0339000008074022LR;2;4,6
ES0339000008074023LW;1;3,45
ES0339000008074024LA;1;3,45
ES0339000008074025LG;1;3,45
ES0339000008074025LG;2;3,45
ES0339000008074026LM;1;4,6
ES0339000008074027LY;1;3,45
ES0339000008074028LF;1;3,45
ES0339000008074030LD;1;4,6
ES0339000008074031LX;1;4,6
ES0339000008074032LB;1;3,45
ES0339000008074034LJ;1;4,6
ES0339000008074035LZ;1;3,45
ES0339000008074036LS;1;3,45
ES0339000008074037LQ;1;2,3
ES0339000008074038LV;1;4,6
ES0339000008074039LH;1;5,75
ES0339000008074040LL;1;4,6
ES0339000008074041LC;1;3,45
ES0339000008074042LK;1;3,45
ES0339000008074043LE;1;3,45
ES0339000008074044CT;1;3,45
ES0339000008074045CR;1;4,6
ES0339000008074046CW;1;4,6
ES0339000008074047CA;1;3,45
ES0339000008074048CG;1;4,6
ES0339000008074049CM;1;3,45
ES0339000008074050CY;1;3,45
ES0339000008074051CF;1;4,6
ES0339000008074051CF;2;4,6
ES0339000008074052CP;1;4,6
ES0339000008074053CD;1;1,15
ES0339000008074054CX;1;3,45
ES0339000008074055CB;1;4,6
ES0339000008074056CN;1;4,6
ES0339000008074056CN;2;4,6
ES0339000008074057CJ;1;6,9
ES0339000008074058CZ;1;3,45
ES0339000008074059CS;1;1,15
ES0339000008074060CQ;1;4,6
ES0339000008074060CQ;2;4,6
ES0339000008074062CH;1;4,6
ES0339000008074063CL;1;3,45
ES0339000008074064CC;1;5,75
ES0339000008074065CK;1;10,39
ES0339000008074066CE;1;5,75
ES0339000008074067KT;1;4,6
ES0339000008074068KR;1;5,75
ES0339000008074069KW;1;5,75
ES0339000008074070KA;1;10,39
ES0339000008074071KG;1;9,2
ES0339000008074072KM;1;24,24
ES0339000008074072KM;2;24,24
ES0339000008074072KM;3;24,24
ES0339000008074073KY;1;2,3
ES0339000008075000SJ;1;10,39
ES0339000008075001SZ;1;3,45
ES0339000008075003SQ;1;4,6
ES0339000008075004SV;1;5,75
ES0339000008075005SH;1;5,75
ES0339000008075006SL;1;3,45
ES0339000008075007SC;1;3,45
ES0339000008075008SK;1;4,6
ES0339000008075010QT;1;5,75
ES0339001000075108GR;1;2,3
ES0339001000075109GW;1;4,6
ES0339001000075110GA;1;2,3
ES0339001000075111GG;1;5,75
ES0339001000075113GY;1;4,6
ES0339001000075116GD;1;3,45
ES0339001000075118GB;1;2,3
ES0339001000075118GB;2;2,3
ES0339001000075120GJ;1;4,6
ES0339001000075121GZ;1;3,45
ES0339001000075122GS;1;3,45
ES0339001000075123GQ;1;4,6
ES0339001000075124GV;1;5,19
ES0339001000075125GH;1;3,45
ES0339001000075126GL;1;1,15
ES0339001000075127GC;1;3,45
ES0339001000075128GK;1;10,39
ES0339001000075129GE;1;5,75
ES0339001000075131MR;1;3,45
ES0339001000075132MW;1;4,6
ES0339001000075134MG;1;3,45
ES0339001000075135MM;1;4,6
ES0339001000075138MP;1;4,6
ES0339001000075139MD;1;5,19
ES0339001000075139MD;2;5,19
ES0339001000075141MB;1;5,75
ES0339001000075142MN;1;3,45
ES0339001000075143MJ;1;6,92
ES0339001000075144MZ;1;4,6
ES0339001000075145MS;1;5,19
ES0339001000075145MS;2;5,19
ES0339001000075146MQ;1;10,39
ES0339001000075147MV;1;4,6
ES0339001000075148MH;1;6,92
ES0339001000075149ML;1;6,92
ES0339001000075150MC;1;6,9
ES0339001000075151MK;1;4,6
ES0339001000075152ME;1;2,3
ES0339001000075154YR;1;3,45
ES0339001000075155YW;1;3,45
ES0339001000075155YW;2;3,45
ES0339001000075156YA;1;4,6
ES0339001000075158YM;1;5,19
ES0339001000075158YM;2;5,19
ES0339001000075159YY;1;5,75
ES0339001000075160YF;1;15,94
ES0339001000075160YF;2;15,94
ES0339001000075160YF;3;15,94
ES0339001000075161YP;1;2,3
ES0339001000075164YB;1;6,92
ES0339001000075165YN;1;4,6
ES0339001000075166YJ;1;1,15
ES0339001000075167YZ;1;2,3
ES0339001000075168YS;1;4,6
ES0339001000075169YQ;1;4,6
ES0339001000075170YV;1;3,45
ES0339001000075171YH;1;4,6
ES0339001000075172YL;1;4,6
ES0339001000075173YC;1;2,3
ES0339001000075174YK;1;4,6
ES0339001000075175YE;1;1,15
ES0339001000075176FT;1;5,75
ES0339001000075177FR;1;3,45
ES0339001000075178FW;1;15,1
ES0339001000075178FW;2;15,1
ES0339001000075178FW;3;15,1
ES0339001000075179FA;1;5,19
ES0339001000075179FA;2;5,19
ES0339001000075180FG;1;3,45
ES0339001000075181FM;1;5,19
ES0339001000075182FY;1;4,6
ES0339001000075183FF;1;4,6
ES0339001000075184FP;1;4,6
ES0339001000075185FD;1;4,6
ES0339001000075186FX;1;4,6
ES0339001000075188FN;1;4,6
ES0339001000075189FJ;1;4,6
ES0339001000075191FS;1;4,6
ES0339001000075203PG;1;4,6
ES0339001000075204PM;1;4,6
ES0339001000075205PY;1;4,6
ES0339001000075206PF;1;4,6
ES0339001000075207PP;1;4,6
ES0339001000076001LC;1;3,45
ES0339001000076002LK;1;3,46
ES0339001000076003LE;1;3,45
ES0339001000076004CT;1;40
ES0339001000076004CT;2;40
ES0339001000076004CT;3;40
ES0339001000076005CR;1;4,6
ES0339001000076006CW;1;3,45
ES0339001000076008CG;1;1,15
ES0339001000076009CM;1;3,45
ES0339001000076010CY;1;3,46
ES0339001000076018CZ;1;3,45
ES0339001000076019CS;1;4,6
ES0339001000076020CQ;1;4,6
ES0339001000076021CV;1;4,6
ES0339001000076022CH;1;4,6
ES0339001000076024CC;1;4,6
ES0339001000076026CE;1;3,45
ES0339001000076027KT;1;4,6
ES0339001000076031KG;1;10,39
ES0339001000076032KM;1;4,6
ES0339001000076033KY;1;2,3
ES0339001000076034KF;1;3,45
ES0339001000076036KD;1;10,39
ES0339001000076038KB;1;2,3
ES0339001000076039KN;1;4,6
ES0339001000076040KJ;1;4,6
ES0339001000076041KZ;1;6,92
ES0339001000076042KS;1;4,6
ES0339001000076043KQ;1;3,45
ES0339001000076044KV;1;4,6
ES0339001000076045KH;1;4,6
ES0339001000076046KL;1;2,3
ES0339001000076047KC;1;3,45
ES0339001000076048KK;1;3,45
ES0339001000076049KE;1;4,6
ES0339001000076057EF;1;15,01
ES0339001000076057EF;2;15,01
ES0339001000076057EF;3;15,01
ES0339001000076058EP;1;15,01
ES0339001000076058EP;2;15,01
ES0339001000076058EP;3;15,01
ES0339001000076059ED;1;4,6
ES0339001000076060EX;1;4,6
ES0339001000076061EB;1;4,6
ES0339001000076062EN;1;4,6
ES0339001000076063EJ;1;21
ES0339001000076063EJ;2;21
ES0339001000076063EJ;3;21
ES0339001000076064EZ;1;10,39
ES0339001000076065ES;1;3,45
ES0339001000076066EQ;1;3,45
ES0339001000076068EH;1;4,6
ES0339001000076069EL;1;5,75
ES0339001000076070EC;1;3,45
ES0339001000076072EE;1;17,32
ES0339001000076072EE;2;17,32
ES0339001000076072EE;3;17,32
ES0339001000076073TT;1;6,92
ES0339001000076074TR;1;4,6
ES0339001000076075TW;1;4,6
ES0339001000076076TA;1;42
ES0339001000076076TA;2;46
ES0339001000076076TA;3;40
ES0339001000076077TG;1;4,6
ES0339001000076078TM;1;4,6
ES0339001000076079TY;1;4,6
ES0339001000076080TF;1;6,93
ES0339001000076081TP;1;17,32
ES0339001000076081TP;2;17,32
ES0339001000076081TP;3;17,32
ES0339001000076082TD;1;3,45
ES0339001000076083TX;1;4,6
ES0339001000076083TX;2;4,6
ES0339001000076084TB;1;3,45
ES0339001000076087TZ;1;5,75
ES0339001000076089TQ;1;3,45
ES0339001000076091TH;1;13,85
ES0339001000076095TE;1;8,05
ES0339001000076096RT;1;30
ES0339001000076096RT;2;30
ES0339001000076096RT;3;30
ES0339001000076101RM;1;4,6
ES0339001000076104RP;1;10,39
ES0339001000076105RD;1;4,6
ES0339001000076107RB;1;3,46
ES0339001000076107RB;2;3,46
ES0339001000076109RJ;1;4,6
ES0339001000076110RZ;1;6,9
ES0339001000076111RS;1;5,19
ES0339001000076112RQ;1;1,15
ES0339001000076113RV;1;2,3
ES0339001000076114RH;1;3,45
ES0339001000076116RC;1;4,6
ES0339001000076118RE;1;5,19
ES0339001000076119WT;1;3,45
ES0339001000076120WR;1;4,6
ES0339001000076123WG;1;3,45
ES0339001000076124WM;1;5,19
ES0339001000076126WF;1;2,3
ES0339001000076127WP;1;4,6
ES0339001000076128WD;1;13,85
ES0339001000076129WX;1;4,6
ES0339001000076130WB;1;4,6
ES0339001000076131WN;1;3,45
ES0339001000076134WS;1;3,45
ES0339001000076136WV;1;6,92
ES0339001000076136WV;2;6,92
ES0339001000076138WL;1;3,46
ES0339001000076138WL;2;3,46
ES0339001000076139WC;1;4,6
ES0339001000076140WK;1;17,32
ES0339001000076140WK;2;17,32
ES0339001000076140WK;3;17,32
ES0339001000076142AT;1;10,39
ES0339001000076143AR;1;13,85
ES0339001000076144AW;1;10,39
ES0339001000076145AA;1;3,45
ES0339001000076146AG;1;3,45
ES0339001000076147AM;1;4,6
ES0339001000076148AY;1;4,6
ES0339001000076149AF;1;4,6
ES0339001000076150AP;1;4,6
ES0339001000076151AD;1;3,46
ES0339001000076152AX;1;2,3
ES0339001000076153AB;1;4,6
ES0339001000076155AJ;1;4,6
ES0339001000076156AZ;1;3,45
ES0339001000076157AS;1;15,01
ES0339001000076157AS;2;15,01
ES0339001000076157AS;3;15,01
ES0339001000076158AQ;1;5,75
ES0339001000076159AV;1;4,6
ES0339001000076176GB;1;17,32
ES0339001000076176GB;2;17,32
ES0339001000076176GB;3;17,32
ES0339001000076177GN;1;2,43
ES0339001000076178GJ;1;3,45
ES0339001000076179GZ;1;4,6
ES0339001000076180GS;1;4,6
ES0339001000076183GH;1;3,45
ES0339001000076184GL;1;250
ES0339001000076184GL;2;250
ES0339001000076184GL;3;250
ES0339001000076185GC;1;3,46
ES0339001000076185GC;2;3,46
ES0339001000076186GK;1;5,19
ES0339001000076188MT;1;4,6
ES0339001000076189MR;1;2,3
ES0339001000076190MW;1;4,6
ES0339001000076191MA;1;3,46
ES0339001000076192MG;1;3,45
ES0339001000076193MM;1;4,6
ES0339001000076200MN;1;4,6
ES0339001000076201MJ;1;4,6
ES0339001000076202MZ;1;15,1
ES0339001000076202MZ;2;15,1
ES0339001000076202MZ;3;15,1
ES0339001000076203MS;1;3,45
ES0339001000076205MV;1;4,6
ES0339001000076206MH;1;3,45
ES0339001000076209MK;1;6,92
ES0339001000077000VF;1;1,15
ES0339001000077001VP;1;4,6
ES0339001000077002VD;1;1,15
ES0339001000077003VX;1;4,6
ES0339001000077005VN;1;3,45
ES0339001000077006VJ;1;4,6
ES0339001000077007VZ;1;4,6
ES0339001000077008VS;1;3,45
ES0339001000077009VQ;1;4,6
ES0339001000077011VH;1;4,6
ES0339001000077012VL;1;4,6
ES0339001000077013VC;1;3,45
ES0339001000077014VK;1;4,6
ES0339001000077015VE;1;3,45
ES0339001000077017HR;1;4,6
ES0339001000077018HW;1;15,01
ES0339001000077018HW;2;15,01
ES0339001000077018HW;3;15,01
ES0339001000077019HA;1;6,92
ES0339001000077019HA;2;6,92
ES0339001000077020HG;1;3,45
ES0339001000077021HM;1;4,6
ES0339001000077022HY;1;4,6
ES0339001000077025HD;1;4,6
ES0339001000077027HB;1;6,9
ES0339001000077028HN;1;5,75
ES0339001000077029HJ;1;3,45
ES0339001000077030HZ;1;4,6
ES0339001000077031HS;1;4,6
ES0339001000077032HQ;1;3,45
ES0339001000077033HV;1;4,6
ES0339001000077034HH;1;5,75
ES0339001000077036HC;1;4,6
ES0339001000077038HE;1;3,45
ES0339001000077039LT;1;4,6
ES0339001000077040LR;1;4,6
ES0339001000077042LA;1;6,92
ES0339001000077044LM;1;5,75
ES0339001000077045LY;1;5,75
ES0339001000077046LF;1;4,6
ES0339001000077047LP;1;5,19
ES0339001000077048LD;1;5,75
ES0339001000077049LX;1;10,39
ES0339001000077050LB;1;13,85
ES0339001000077050LB;2;15,01
ES0339001000077050LB;3;15,01
ES0339001000077051LN;1;15,1
ES0339001000077051LN;2;15,1
ES0339001000077051LN;3;15,1
ES0339001000077054LS;1;5,19
ES0339001000077054LS;2;5,19
ES0339001000077056LV;1;4,6
ES0339001000077058LL;1;4,6
ES0339001000077060LK;1;4,6
ES0339001000077061LE;1;4,6
ES0339001000077063CR;1;4,6
ES0339001000077064CW;1;2,3
ES0339001000077065CA;1;3,45
ES0339001000077067CM;1;2,3
ES0339001000077068CY;1;6,9
ES0339001000077070CP;1;4,6
ES0339001000077084CE;1;4,6
ES0339001000077086KR;1;5,75
ES0339001000077088KA;1;3,45
ES0339001000077089KG;1;3,45
ES0339001000077090KM;1;5,75
ES0339001000077091KY;1;4,6
ES0339001000077092KF;1;3,45
ES0339001000077093KP;1;4,6
ES0339001000077095KX;1;4,6
ES0339001000077096KB;1;10
ES0339001000077096KB;2;10
ES0339001000077096KB;3;15,1
ES0339001000077097KN;1;3,45
ES0339001000077098KJ;1;4,6
ES0339001000077099KZ;1;10,39
ES0339001000077100KS;1;3,45
ES0339001000077101KQ;1;4,6
ES0339001000077103KH;1;8,05
ES0339001000077104KL;1;8,05
ES0339001000077106KK;1;10,39
ES0339001000077107KE;1;3,46
ES0339001000077109ER;1;3,45
ES0339001000077110EW;1;3,46
ES0339001000077111EA;1;5,19
ES0339001000077112EG;1;3,46
ES0339001000077113EM;1;3,46
ES0339001000077114EY;1;3,46
ES0339001000077115EF;1;5,19
ES0339001000077122EZ;1;3,46
ES0339001000077123ES;1;5,75
ES0339001000077124EQ;1;5,75
ES0339001000077125EV;1;4,6
ES0339001000077126EH;1;2,3
ES0339001000077127EL;1;4,6
ES0339001000077133TW;1;5,19
ES0339001000077136TM;1;4,6
ES0339001000077137TY;1;4,6
ES0339001000077138TF;1;1,15
ES0339001000077140TD;1;5,19
ES0339001000077141TX;1;3,46
ES0339001000077143TN;1;2,3
ES0339001000077152TK;1;5,75
ES0339001000077153TE;1;4,6
ES0339001000077154RT;1;6,92
ES0339001000078000ZH;1;2,3
ES0339001000078001ZL;1;5,19
ES0339001000078001ZL;2;5,19
ES0339001000078004ZE;1;4,6
ES0339001000078005ST;1;4,6
ES0339001000078006SR;1;4,6
ES0339001000078008SA;1;4,6
ES0339001000078009SG;1;3,46
ES0339001000078012SF;1;4,6
ES0339001000078013SP;1;2,3
ES0339001000078014SD;1;2,3
ES0339001000078014SD;2;2,3
ES0339001000078015SX;1;4,6
ES0339001000078016SB;1;3,45
ES0339001000078017SN;1;2,08
ES0339001000078018SJ;1;3,45
ES0339001000078019SZ;1;3,46
ES0339001000078019SZ;2;3,46
ES0339001000078020SS;1;5,75
ES0339001000078022SV;1;3,45
ES0339001000078023SH;1;4,6
ES0339001000078024SL;1;10,35
ES0339001000078025SC;1;4,6
ES0339001000078030QW;1;3,46
ES0339001000078031QA;1;4,6
ES0339001000078033QM;1;6,92
ES0339001000078033QM;2;6,92
ES0339001000078035QF;1;16,68
ES0339001000078035QF;2;16,68
ES0339001000078035QF;3;16,68
ES0339001000078036QP;1;3,45
ES0339001000078037QD;1;3,45
